# emapper version: emapper-1.0.3-40-g41a8498 emapper DB: 2.0
# command: ./emapper.py  -i Streptococcus_parasanguinis_27098_8_186/annotation/Streptococcus_parasanguinis_27098_8_186.faa --output Streptococcus_parasanguinis_27098_8_186/Streptococcus_parasanguinis_27098_8_186.eggnog -m diamond -d bact --override
# time: Mon Oct 26 09:14:48 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
JDGELDFI_00001	1316408.HSISM1_1312	1.1e-53	215.7	Firmicutes	nrdD_1		1.1.98.6,1.17.4.1	ko:K00525,ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024,R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400				Bacteria	1TT3U@1239,COG0209@1,COG0209@2	NA|NA|NA	F	Ribonucleoside-triphosphate reductase
JDGELDFI_00002	888048.HMPREF8577_0616	6.4e-176	623.2	Bacilli	dapA		4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPCK@1239,4H9K9@91061,COG0329@1,COG0329@2	NA|NA|NA	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)
JDGELDFI_00003	1114965.Spaf_1077	2.3e-198	698.0	Bacilli	asd		1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPC6@1239,4HA9H@91061,COG0136@1,COG0136@2	NA|NA|NA	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate
JDGELDFI_00004	888833.HMPREF9421_1496	2.5e-87	328.2	Firmicutes	lemA			ko:K03744					ko00000				Bacteria	1V3Z0@1239,COG1704@1,COG1704@2	NA|NA|NA	S	lemA family
JDGELDFI_00005	999425.HMPREF9186_00325	1.2e-135	489.6	Firmicutes													Bacteria	1V330@1239,28PKF@1,2ZC9X@2	NA|NA|NA	S	Protein of unknown function (DUF3137)
JDGELDFI_00006	1316408.HSISM1_1320	4.4e-115	420.6	Bacilli	alkD												Bacteria	1V2U8@1239,4HGUS@91061,COG4912@1,COG4912@2	NA|NA|NA	L	DNA alkylation repair enzyme
JDGELDFI_00007	1114965.Spaf_1082	4.2e-289	1000.0	Bacilli	cls			ko:K06131,ko:K06915	ko00564,ko01100,map00564,map01100		R07390	RC00017	ko00000,ko00001,ko01000				Bacteria	1TPKY@1239,4H9TI@91061,COG1502@1,COG1502@2	NA|NA|NA	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol
JDGELDFI_00008	1114965.Spaf_1083	1.8e-87	328.6	Bacilli	pat		2.3.1.183	ko:K03823	ko00440,ko01130,map00440,map01130		R08871,R08938	RC00004,RC00064	ko00000,ko00001,ko01000				Bacteria	1V6X5@1239,4HIP1@91061,COG1247@1,COG1247@2	NA|NA|NA	M	acetyltransferase
JDGELDFI_00009	1114965.Spaf_1084	0.0	1131.3	Bacilli	lmrA			ko:K06147,ko:K18888	ko02010,map02010	M00706			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21			Bacteria	1TP0B@1239,4HA3S@91061,COG1132@1,COG1132@2	NA|NA|NA	V	abc transporter atp-binding protein
JDGELDFI_00010	888048.HMPREF8577_0622	0.0	1096.6	Bacilli	mdlB			ko:K06147,ko:K18887	ko02010,map02010	M00706			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21			Bacteria	1TP0B@1239,4H9SC@91061,COG1132@1,COG1132@2	NA|NA|NA	V	abc transporter atp-binding protein
JDGELDFI_00014	1316408.HSISM1_1330	1.9e-228	798.1	Bacteria													Bacteria	COG0582@1,COG0582@2	NA|NA|NA	L	DNA integration
JDGELDFI_00015	1214166.ALLG01000022_gene225	7.1e-18	96.3	Streptococcus suis													Bacteria	1U93V@1239,1WTPP@1307,29R26@1,30C3A@2,4IJ4N@91061	NA|NA|NA	S	Domain of unknown function (DUF3173)
JDGELDFI_00016	1316408.HSISM1_1332	0.0	1166.0	Bacilli			3.6.4.12	ko:K02314,ko:K02316,ko:K06919,ko:K17680	ko03030,ko04112,map03030,map04112				ko00000,ko00001,ko01000,ko03029,ko03032				Bacteria	1V1I5@1239,4HFHW@91061,COG0305@1,COG0305@2,COG0358@1,COG0358@2	NA|NA|NA	L	DnaB-like helicase C terminal domain
JDGELDFI_00017	1123311.KB904448_gene5	2.1e-54	219.5	Firmicutes													Bacteria	1VWHW@1239,2F3W1@1,33WN8@2	NA|NA|NA		
