# emapper version: emapper-1.0.3-40-g41a8498 emapper DB: 2.0
# command: ./emapper.py  -i Veillonella_infantium_27098_8_111/annotation/Veillonella_infantium_27098_8_111.faa --output Veillonella_infantium_27098_8_111/Veillonella_infantium_27098_8_111.eggnog -m diamond -d bact --override
# time: Mon Oct 26 12:39:27 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
EFMGEFLO_00001	879309.HMPREF9199_0563	8.7e-25	119.0	Negativicutes	mop			ko:K02019					ko00000,ko03000				Bacteria	1VEPR@1239,4H5UF@909932,COG3585@1,COG3585@2	NA|NA|NA	H	TOBE domain protein
EFMGEFLO_00003	866776.HMPREF9321_1548	4.2e-250	870.2	Negativicutes													Bacteria	1VE25@1239,4H5FJ@909932,COG3182@1,COG3182@2	NA|NA|NA	S	PepSY domain protein
EFMGEFLO_00004	546273.VEIDISOL_01478	2.2e-202	711.4	Negativicutes	nhaA			ko:K03313					ko00000,ko02000	2.A.33.1			Bacteria	1TS30@1239,4H254@909932,COG3004@1,COG3004@2	NA|NA|NA	P	) H( ) antiporter that extrudes sodium in exchange for external protons
EFMGEFLO_00005	546273.VEIDISOL_01477	2.7e-208	731.1	Negativicutes	nhaA			ko:K03313					ko00000,ko02000	2.A.33.1			Bacteria	1TS30@1239,4H254@909932,COG3004@1,COG3004@2	NA|NA|NA	P	) H( ) antiporter that extrudes sodium in exchange for external protons
EFMGEFLO_00006	879309.HMPREF9199_0569	6.3e-108	396.7	Negativicutes													Bacteria	1UV4J@1239,4H4W0@909932,COG3409@1,COG3409@2,COG3584@1,COG3584@2	NA|NA|NA	M	domain protein
EFMGEFLO_00007	546273.VEIDISOL_01475	6.9e-150	536.6	Negativicutes	purR		2.4.2.7	ko:K00759,ko:K09685	ko00230,ko01100,map00230,map01100		R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko03000,ko04147				Bacteria	1TPN9@1239,4H35B@909932,COG0503@1,COG0503@2	NA|NA|NA	F	pur operon repressor
EFMGEFLO_00008	546273.VEIDISOL_01474	2.7e-260	904.0	Negativicutes	glmU	GO:0000270,GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006629,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009252,GO:0009273,GO:0009987,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0019134,GO:0022610,GO:0030203,GO:0030260,GO:0033692,GO:0034637,GO:0034645,GO:0035635,GO:0040007,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044403,GO:0044406,GO:0044409,GO:0044419,GO:0044650,GO:0046872,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0070569,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.3.1.157,2.7.7.23	ko:K04042,ko:K11528,ko:K16203	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000,ko01002	3.A.1.5.2		iJN678.glmU,iLJ478.TM1629	Bacteria	1TP88@1239,4H30V@909932,COG1207@1,COG1207@2	NA|NA|NA	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain
EFMGEFLO_00009	546273.VEIDISOL_01473	1.6e-174	618.6	Negativicutes	prs	GO:0003674,GO:0003824,GO:0004749,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016772,GO:0016778,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_2848	Bacteria	1TQ6Q@1239,4H2JB@909932,COG0462@1,COG0462@2	NA|NA|NA	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)
EFMGEFLO_00010	1128111.HMPREF0870_00967	2.7e-108	397.9	Negativicutes	pth	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044464,GO:0052689,GO:0071944,GO:0140098,GO:0140101	3.1.1.29	ko:K01056					ko00000,ko01000,ko03012				Bacteria	1V3NB@1239,4H4AW@909932,COG0193@1,COG0193@2	NA|NA|NA	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
EFMGEFLO_00011	546273.VEIDISOL_01471	9.8e-264	915.6	Negativicutes	ldcC		4.1.1.19	ko:K01585	ko00330,ko01100,map00330,map01100	M00133	R00566	RC00299	ko00000,ko00001,ko00002,ko01000				Bacteria	1TNZ9@1239,4H2K6@909932,COG1982@1,COG1982@2	NA|NA|NA	E	Orn Lys Arg decarboxylase, major domain protein
