# emapper version: emapper-1.0.3-40-g41a8498 emapper DB: 2.0
# command: ./emapper.py  -i Streptococcus_sanguinis_20925_1_22/annotation/Streptococcus_sanguinis_20925_1_22.faa --output Streptococcus_sanguinis_20925_1_22/Streptococcus_sanguinis_20925_1_22.eggnog -m diamond -d bact --override
# time: Mon Oct 26 10:46:35 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
NCOPPBGF_00001	388919.SSA_1099	5.9e-141	507.7	Firmicutes													Bacteria	1U2V0@1239,COG2931@1,COG2931@2	NA|NA|NA	Q	Hemolysin-type calcium-binding region
NCOPPBGF_00002	388919.SSA_1100	0.0	1340.5	Bacilli	hlyB			ko:K11004,ko:K12530,ko:K12531	ko02010,ko02020,ko03070,ko05133,map02010,map02020,map03070,map05133	M00325,M00326,M00575			ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109,3.A.1.109.1,3.A.1.109.2			Bacteria	1V77J@1239,4ITFF@91061,COG2274@1,COG2274@2	NA|NA|NA	V	ABC transporter transmembrane region
NCOPPBGF_00003	388919.SSA_1101	1.1e-198	699.1	Bacteria				ko:K02022,ko:K12542,ko:K20345	ko02024,map02024	M00330			ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109.4,3.A.1.112,8.A.1			Bacteria	COG0845@1,COG0845@2	NA|NA|NA	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
NCOPPBGF_00004	388919.SSA_1774	1.2e-91	342.4	Streptococcus sanguinis	trmL	GO:0001510,GO:0002128,GO:0002130,GO:0002131,GO:0002132,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016300,GO:0016427,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0052665,GO:0052666,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.207	ko:K03216					ko00000,ko01000,ko03016				Bacteria	1V3GW@1239,1WR4X@1305,4HFNY@91061,COG0219@1,COG0219@2	NA|NA|NA	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily
NCOPPBGF_00005	888816.HMPREF9389_2258	1.4e-85	322.4	Streptococcus sanguinis	ribU	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656											Bacteria	1V4BW@1239,1WQXK@1305,4HHFT@91061,COG3601@1,COG3601@2	NA|NA|NA	U	Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins
NCOPPBGF_00006	888816.HMPREF9389_2257	7.4e-115	419.9	Streptococcus sanguinis	bcrC		3.6.1.27	ko:K19302	ko00550,map00550		R05627	RC00002	ko00000,ko00001,ko01000,ko01011				Bacteria	1VBPP@1239,1WQCG@1305,4HN05@91061,COG0671@1,COG0671@2	NA|NA|NA	I	PAP2 (Type 2 phosphatidic acid phosphatase) family protein
NCOPPBGF_00007	388919.SSA_1771	5.2e-50	203.4	Streptococcus sanguinis	ybaZ	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0005488,GO:0005515,GO:0019899,GO:0097159,GO:1901363		ko:K07443					ko00000				Bacteria	1VC8H@1239,1WRWE@1305,4HKE1@91061,COG3695@1,COG3695@2	NA|NA|NA	H	Methylated-DNA--protein-cysteine methyltransferase
NCOPPBGF_00008	388919.SSA_1770	9.3e-183	646.0	Streptococcus sanguinis	yhcC	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464,GO:0048037,GO:0051536,GO:0051539,GO:0051540		ko:K07139					ko00000				Bacteria	1TQ57@1239,1WQA6@1305,4H9N8@91061,COG1242@1,COG1242@2	NA|NA|NA	S	TIGR01212 family radical SAM protein
NCOPPBGF_00009	888808.HMPREF9380_1779	2.5e-95	354.8	Streptococcus sanguinis	XK27_03530												Bacteria	1UHR1@1239,1WRGP@1305,4IS6S@91061,COG2520@1,COG2520@2	NA|NA|NA	J	rRNA Methylase
NCOPPBGF_00010	888816.HMPREF9389_2253	7.6e-98	363.2	Streptococcus sanguinis													Bacteria	1V2EH@1239,1WRCN@1305,4HJ4X@91061,COG1309@1,COG1309@2	NA|NA|NA	K	Bacterial regulatory proteins, tetR family
NCOPPBGF_00011	889201.HMPREF9422_0977	1e-168	599.4	Bacilli	bcrA			ko:K01990		M00254			ko00000,ko00002,ko02000	3.A.1			Bacteria	1TPBQ@1239,4HBXP@91061,COG1131@1,COG1131@2	NA|NA|NA	V	ABC transporter, ATP-binding protein
NCOPPBGF_00012	861455.HMPREF9184_00937	5.5e-125	453.8	Bacilli				ko:K01992,ko:K19310	ko02010,map02010	M00254,M00747			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.131.1			Bacteria	1UN3F@1239,4IU5S@91061,COG1277@1,COG1277@2	NA|NA|NA	S	ABC-2 family transporter protein
NCOPPBGF_00013	888816.HMPREF9389_2250	1e-166	592.8	Streptococcus sanguinis	cnrT												Bacteria	1TPST@1239,1WS5G@1305,4IE0T@91061,COG0697@1,COG0697@2	NA|NA|NA	EG	EamA-like transporter family
NCOPPBGF_00014	1125699.HMPREF9194_02262	6.2e-145	520.0	Spirochaetes	ybaJ												Bacteria	2J6ZJ@203691,COG0500@1,COG2226@2	NA|NA|NA	Q	Methyltransferase
NCOPPBGF_00015	888816.HMPREF9389_2248	1.3e-58	232.3	Streptococcus sanguinis													Bacteria	1VEBD@1239,1WRR4@1305,2C4JB@1,30BI1@2,4HM1J@91061	NA|NA|NA		
NCOPPBGF_00016	388919.SSA_1764	2.5e-265	921.0	Streptococcus sanguinis													Bacteria	1V6SZ@1239,1WQZN@1305,4HRSD@91061,COG1807@1,COG1807@2	NA|NA|NA	M	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
