# emapper version: emapper-1.0.3-40-g41a8498 emapper DB: 2.0
# command: ./emapper.py  -i Veillonella_rogosae_27098_8_62/annotation/Veillonella_rogosae_27098_8_62.faa --output Veillonella_rogosae_27098_8_62/Veillonella_rogosae_27098_8_62.eggnog -m diamond -d bact --override
# time: Mon Oct 26 12:37:11 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
LNMPDGNG_00001	879309.HMPREF9199_1234	9.6e-206	722.6	Negativicutes	sigA	GO:0000988,GO:0000990,GO:0001098,GO:0001101,GO:0001108,GO:0001666,GO:0002791,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009405,GO:0009408,GO:0009410,GO:0009415,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010565,GO:0010604,GO:0010628,GO:0016020,GO:0016987,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032879,GO:0032880,GO:0036293,GO:0040007,GO:0042221,GO:0043175,GO:0043254,GO:0044087,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050708,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051049,GO:0051128,GO:0051171,GO:0051173,GO:0051223,GO:0051252,GO:0051254,GO:0051704,GO:0060255,GO:0062012,GO:0065007,GO:0070063,GO:0070201,GO:0070482,GO:0071944,GO:0080090,GO:0090087,GO:0097159,GO:0140110,GO:1901363,GO:1901700,GO:1902680,GO:1903506,GO:1903508,GO:1903530,GO:2000112,GO:2000142,GO:2001141		ko:K03086,ko:K03087	ko02026,ko05111,map02026,map05111				ko00000,ko00001,ko03021				Bacteria	1TPD6@1239,4H25A@909932,COG0568@1,COG0568@2	NA|NA|NA	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth
LNMPDGNG_00002	879309.HMPREF9199_1235	0.0	1187.2	Negativicutes	dnaG			ko:K02316	ko03030,map03030				ko00000,ko00001,ko01000,ko03032				Bacteria	1TQ0X@1239,4H2CM@909932,COG0358@1,COG0358@2	NA|NA|NA	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication
LNMPDGNG_00003	879309.HMPREF9199_1236	2.5e-225	788.1	Negativicutes	rny	GO:0003674,GO:0005488,GO:0005515,GO:0042802		ko:K18682	ko03018,map03018				ko00000,ko00001,ko01000,ko03019				Bacteria	1TP48@1239,4H2T2@909932,COG1418@1,COG1418@2	NA|NA|NA	S	Endoribonuclease that initiates mRNA decay
LNMPDGNG_00004	879309.HMPREF9199_1237	3.3e-71	274.2	Negativicutes	recX	GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019899,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496	2.4.1.337	ko:K03565,ko:K19002	ko00561,ko01100,map00561,map01100		R10850	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003,ko03400		GT4		Bacteria	1VG6I@1239,4H60G@909932,COG2137@1,COG2137@2	NA|NA|NA	S	Regulatory protein recX
LNMPDGNG_00005	879309.HMPREF9199_1238	1.5e-186	658.7	Negativicutes	recA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360		ko:K03553	ko03440,map03440	M00729			ko00000,ko00001,ko00002,ko03400				Bacteria	1TPD5@1239,4H2TB@909932,COG0468@1,COG0468@2	NA|NA|NA	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage
LNMPDGNG_00006	879309.HMPREF9199_1239	7.3e-228	796.2	Negativicutes	cinA		3.5.1.42	ko:K03742,ko:K03743	ko00760,map00760		R02322	RC00100	ko00000,ko00001,ko01000				Bacteria	1TQ1N@1239,4H2M3@909932,COG1058@1,COG1058@2,COG1546@1,COG1546@2	NA|NA|NA	S	Belongs to the CinA family
LNMPDGNG_00007	879309.HMPREF9199_1240	1.7e-254	884.8	Negativicutes	rimO	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0018193,GO:0018197,GO:0018198,GO:0018339,GO:0019538,GO:0035596,GO:0035599,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050497,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901564	2.8.4.4	ko:K14441			R10652	RC00003,RC03217	ko00000,ko01000,ko03009				Bacteria	1TP2W@1239,4H28W@909932,COG0621@1,COG0621@2	NA|NA|NA	H	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12
LNMPDGNG_00008	879309.HMPREF9199_1241	2.9e-198	697.6	Negativicutes				ko:K02012	ko02010,map02010	M00190			ko00000,ko00001,ko00002,ko02000	3.A.1.10			Bacteria	1UYVQ@1239,4H2A4@909932,COG1840@1,COG1840@2	NA|NA|NA	P	ABC transporter, solute-binding protein
LNMPDGNG_00009	879309.HMPREF9199_1242	0.0	1248.8	Negativicutes	ygiQ												Bacteria	1TQ8X@1239,4H1ZH@909932,COG1032@1,COG1032@2	NA|NA|NA	C	UPF0313 protein
LNMPDGNG_00010	879309.HMPREF9199_1243	9.8e-74	282.7	Negativicutes				ko:K15539					ko00000				Bacteria	1V1N7@1239,4H4XS@909932,COG1426@1,COG1426@2	NA|NA|NA	S	Helix-turn-helix domain
